,name,title,base_salary,submit_date,start_date,status,city,state,small_company
8982,Lazard Freres & Co,Analyst,95000,2018-02-14,2018-08-09,Certified,New York,New York,False
8983,Jefferies,Analyst,95000,2018-02-14,2018-08-10,Certified,New York,New York,False
8984,Silver Point Capital Lp,Analyst,95000,2018-02-28,2018-06-01,Certified,Greenwich,Connecticut,False
8985,Morgan Stanley Services Group,Analyst,95000,2018-03-08,2018-09-03,Certified,New York,New York,False
8986,Morgan Stanley Services Group,Analyst,95000,2018-03-12,2018-09-08,Certified,New York,New York,False
8987,Goldman Sachs & Co,Analyst,95000,2018-01-30,2018-07-18,Certified,New York,New York,False
8988,Goldman Sachs & Co,Analyst,95000,2018-01-31,2018-07-30,Certified,New York,New York,False
8989,Morgan Stanley Services Group,Analyst,95000,2018-02-09,2018-08-10,Certified,New York,New York,False
8990,Bnp Paribas Securities Corp,Analyst,95000,2018-03-15,2018-09-12,Certified,New York,New York,False
8991,Lazard Freres & Co,Analyst,95000,2018-02-12,2018-08-09,Certified,San Francisco,California,False
8992,Morgan Stanley Services Group,Analyst,95000,2018-03-19,2018-08-14,Certified,New York,New York,False
8993,Morgan Stanley Services Group,Analyst,95000,2018-03-19,2018-08-28,Certified,New York,New York,False
8994,Bofaml Securities,Analyst,95000,2018-09-14,2018-10-29,Certified,New York,New York,False
8995,Goldman Sachs & Co,Analyst,95000,2018-04-20,2018-05-07,Certified,New York,New York,False
8996,Goldman Sachs &Co,Analyst,95000,2018-02-07,2018-08-05,Certified,New York,New York,True
8997,Credit Suisse Securities (Usa),Analyst,95000,2018-03-28,2018-04-09,Certified,New York,New York,False
8998,Goldman Sachs & Co,Analyst,95000,2018-02-13,2018-08-14,Certified,New York,New York,False
8999,Pjt Partners Holdings Lp,Analyst,95000,2018-03-06,2018-09-04,Certified,New York,New York,False
9000,Citigroup Global Markets,Analyst,95000,2018-03-15,2018-08-10,Certified,New York,New York,True
9001,Morgan Stanley Services Group,Analyst,95000,2018-02-16,2018-08-17,Certified,New York,New York,False
9002,Goldman Sachs & Co,Analyst,95000,2018-01-31,2018-07-30,Certified,New York,New York,False
9003,Lazard Freres & Co,Analyst,95000,2018-02-12,2018-08-09,Certified,Los Angeles,California,False
9004,Goldman Sachs & Co,Analyst,95000,2018-01-30,2018-07-11,Certified,New York,New York,False
9005,Goldman Sachs & Co,Analyst,95000,2018-02-09,2018-08-06,Certified,New York,New York,False
9006,Morgan Stanley Services Group,Analyst,95000,2018-03-02,2018-08-24,Certified,New York,New York,False
9007,Jefferies,Analyst,95000,2018-02-14,2018-08-10,Certified,New York,New York,False
9008,Goldman Sachs & Co,Analyst,95000,2018-02-27,2018-07-11,Certified,New York,New York,False
9009,Goldman Sachs & Co,Analyst,95000,2018-03-20,2018-09-14,Certified,New York,New York,False
9010,Bofaml Securities,Analyst,95000,2018-09-17,2018-10-29,Certified,New York,New York,False
9011,Goldman Sachs & Co,Analyst,95000,2018-05-30,2018-06-18,Certified,New York,New York,False
9012,Tata Consultancy Services Limited,Analyst,95000,2018-06-20,2018-06-20,Certified,West Chester,Pennsylvania,False
9013,Goldman Sachs & Co,Analyst,95000,2018-01-30,2018-07-25,Certified,New York,New York,False
9014,Deutsche Bank Securities,Analyst,95000,2018-03-05,2018-08-08,Certified,New York,New York,False
9015,Goldman Sachs & Co,Analyst,95000,2018-05-16,2018-06-17,Certified,New York,New York,False
9016,Greenwich Street Commercial Mortgage,Analyst,95000,2018-07-17,2018-07-24,Certified,Salt Lake City,Utah,True
9017,Goldman Sachs & Co,Analyst,95000,2018-03-10,2018-09-05,Certified,New York,New York,False
9018,Morgan Stanley Services Group,Analyst,95000,2018-02-22,2018-08-22,Certified,New York,New York,False
9019,Jefferies,Analyst,95000,2018-02-12,2018-08-10,Certified,New York,New York,False
9020,Bofaml Securities,Analyst,95000,2018-02-13,2018-08-09,Certified,New York,New York,False
9021,Merrill Lynch,Analyst,95000,2018-06-15,2018-06-25,Certified,New York,New York,False
9022,Morgan Stanley Services Group,Analyst,95000,2018-03-15,2018-09-12,Certified,New York,New York,False
9023,Morgan Stanley Services Group,Analyst,95000,2018-03-03,2018-08-28,Certified,New York,New York,False
9024,Lazard Freres & Co,Analyst,95000,2018-02-14,2018-08-09,Certified,New York,New York,False
9025,Bnp Paribas,Analyst,95000,2018-03-15,2018-09-12,Certified,New York,New York,False
9026,Morgan Stanley Services Group,Analyst,95000,2018-03-13,2018-09-05,Certified,New York,New York,False
9027,Morgan Stanley Services Group,Analyst,95000,2018-02-13,2018-08-14,Certified,New York,New York,False
9028,Bofaml Securities,Analyst,95000,2018-09-17,2018-10-29,Certified,New York,New York,False
9029,Goldman Sachs & Co,Analyst,95000,2018-08-30,2018-08-31,Certified,San Francisco,California,False
9030,Jpmorgan Chase & Co,Analyst,95000,2018-03-02,2018-08-31,Certified,New York,New York,False
9031,Goldman Sachs & Co,Analyst,95000,2018-02-26,2018-08-01,Certified,New York,New York,False
9032,Bofaml Securities,Analyst,95000,2018-09-14,2018-10-29,Certified,New York,New York,False
9033,Morgan Stanley Services Group,Analyst,95000,2018-02-13,2018-08-14,Certified,New York,New York,False
9034,Goldman Sachs & Co,Analyst,95000,2018-03-19,2018-08-24,Certified,New York,New York,False
9035,Goldman Sachs & Co,Analyst,95000,2018-03-09,2018-08-20,Certified,New York,New York,False
9036,The Blackstone Group,Analyst,95000,2018-03-15,2018-09-14,Certified,New York,New York,True
9037,Jefferies,Analyst,95000,2018-02-12,2018-08-10,Certified,New York,New York,False
9038,Goldman Sachs & Co,Analyst,95000,2018-01-31,2018-07-30,Certified,New York,New York,False
9039,Tata Consultancy Services Limited,Analyst,95000,2018-03-07,2018-03-07,Certified,Atlanta,Georgia,False
9040,Lazard Freres & Co,Analyst,95000,2018-02-14,2018-08-09,Certified,New York,New York,False
9041,Morgan Stanley Services Group,Analyst,95000,2018-03-20,2018-09-19,Certified,New York,New York,False
9042,Morgan Stanley & Co,Analyst,95000,2018-03-08,2018-09-02,Certified,New York,New York,False
9043,Vivo Capital,Analyst,95077,2018-04-04,2018-10-01,Certified,Palo Alto,California,True
9044,Blackrock Financial Management,Analyst,95098,2018-03-07,2018-08-25,Certified,New York,New York,False
9045,Blackrock Financial Management,Analyst,95098,2018-02-23,2018-08-15,Certified,New York,New York,False
9046,Blackrock Financial Management,Analyst,95098,2018-03-07,2018-08-22,Certified,New York,New York,False
9047,Goldman Sachs Services,Analyst,95100,2018-03-06,2018-03-06,Certified,Jersey City,New Jersey,False
9048,Mufg Securities Americas,Analyst,95100,2018-01-31,2018-07-25,Certified,New York,New York,True
9049,Mufg Securities Americas,Analyst,95100,2018-01-31,2018-07-24,Certified,New York,New York,True
9050,Deloitte Consulting Llp,Analyst,95500,2020-03-02,2020-03-12,Certified,Los Angeles,California,False
9051,Tata Consultancy Services Limited,Analyst,95680,2020-05-28,2020-07-28,Certified,San Diego,California,False
9052,Goldman Sachs & Co,Analyst,95700,2019-03-01,2019-08-15,Certified,New York,New York,False
9053,Deloitte Consulting Llp,Analyst,95800,2020-03-10,2020-08-20,Certified,Costa Mesa,California,False
9054,Tata Consultancy Services Limited,Analyst,95971,2018-04-25,2018-04-25,Certified,Irving,Texas,False
9055,Deloitte Consulting Llp,Analyst,96000,2018-01-25,2018-02-01,Certified,Oklahoma City,Oklahoma,False
9056,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9057,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9058,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9059,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9060,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9061,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9062,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9063,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9064,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9065,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9066,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9067,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9068,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9069,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9070,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9071,Blackrock Financial Management,Analyst,96366,2019-02-14,2019-08-11,Certified,New York,New York,False
9072,Blackrock Financial Management,Analyst,96366,2019-02-28,2019-08-18,Certified,New York,New York,False
9073,Blackrock Financial Management,Analyst,96366,2019-02-20,2019-08-15,Certified,New York,New York,False
9074,Blackrock Financial Management,Analyst,96366,2019-02-28,2019-08-25,Certified,New York,New York,False
9075,Blackrock Financial Management,Analyst,96366,2019-02-28,2019-08-25,Certified,New York,New York,False
9076,Blackrock Financial Management,Analyst,96366,2019-02-28,2019-08-25,Certified,New York,New York,False
9077,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9078,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9079,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9080,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9081,Blackrock Financial Management,Analyst,96366,2019-03-02,2019-08-25,Certified,New York,New York,False
9082,Blackrock Financial Management,Analyst,96366,2019-03-06,2019-09-01,Certified,New York,New York,False
9083,Blackrock Financial Management,Analyst,96366,2019-03-08,2019-08-25,Certified,New York,New York,False
9084,Blackrock Financial Management,Analyst,96366,2019-03-23,2019-09-01,Certified,New York,New York,False
9085,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9086,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9087,Blackrock Financial Management,Analyst,96366,2019-03-19,2019-08-25,Certified,New York,New York,False
9088,Blackrock Financial Management,Analyst,96366,2019-03-01,2019-08-25,Certified,New York,New York,False
9089,Blackrock Financial Management,Analyst,96366,2019-02-20,2019-08-15,Certified,New York,New York,False
9090,Credit Suisse Securities (Usa),Analyst,96366,2019-03-16,2019-09-14,Certified,New York,New York,False
9091,Tata Consultancy Services Limited,Analyst,96574,2018-11-14,2018-11-16,Certified,San Antonio,Texas,False
9092,Tata Consultancy Services Limited,Analyst,96574,2018-11-14,2018-11-16,Certified,San Antonio,Texas,False
9093,Blackrock Financial Management,Analyst,96595,2020-01-16,2020-07-15,Certified,New York,New York,False
9094,Blackrock Financial Management,Analyst,96595,2020-02-03,2020-08-01,Certified,New York,New York,False
9095,Blackrock Financial Management,Analyst,96595,2020-02-03,2020-08-01,Certified,New York,New York,False
9096,Blackrock Financial Management,Analyst,96595,2020-02-06,2020-08-01,Certified,New York,New York,False
9097,Blackrock Financial Management,Analyst,96595,2020-02-06,2020-08-01,Certified,New York,New York,False
9098,Blackrock Financial Management,Analyst,96595,2020-02-06,2020-08-01,Certified,New York,New York,False
9099,Blackrock Financial Management,Analyst,96595,2020-02-06,2020-08-01,Certified,New York,New York,False
9100,Blackrock Financial Management,Analyst,96595,2020-02-06,2020-08-01,Certified,New York,New York,False
9101,Blackrock Financial Management,Analyst,96595,2020-02-06,2020-08-01,Certified,New York,New York,False
9102,Blackrock Financial Management,Analyst,96595,2020-02-07,2020-07-15,Certified,New York,New York,False
9103,Blackrock Financial Management,Analyst,96595,2020-02-07,2020-08-01,Certified,New York,New York,False
9104,Blackrock Financial Management,Analyst,96595,2020-02-07,2020-08-01,Certified,New York,New York,False
9105,Blackrock Financial Management,Analyst,96595,2020-02-07,2020-08-01,Certified,New York,New York,False
9106,Blackrock Financial Management,Analyst,96595,2020-02-07,2020-08-01,Certified,New York,New York,False
9107,Blackrock Financial Management,Analyst,96595,2020-02-07,2020-08-01,Certified,New York,New York,False
9108,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9109,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9110,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9111,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9112,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9113,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9114,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9115,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9116,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9117,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9118,Blackrock Financial Management,Analyst,96595,2020-02-13,2020-08-01,Certified,New York,New York,False
9119,Blackrock Financial Management,Analyst,96595,2020-02-14,2020-08-01,Certified,New York,New York,False
9120,Blackrock Financial Management,Analyst,96595,2020-02-26,2020-08-15,Certified,New York,New York,False
9121,Blackrock Financial Management,Analyst,96595,2020-02-28,2020-08-15,Certified,New York,New York,False
9122,Blackrock Financial Management,Analyst,96595,2020-03-09,2020-09-01,Certified,New York,New York,False
9123,Blackrock Financial Management,Analyst,96595,2020-09-23,2020-10-01,Certified,West Lafayette,Indiana,False
9124,Blackrock Financial Management,Analyst,96595,2019-09-03,2020-01-02,Certified,New York,New York,False
9125,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9126,Tata Consultancy Services Limited,Analyst,96720,2018-03-12,2018-09-07,Certified,Sunnyvale,California,False
9127,Tata Consultancy Services Limited,Analyst,96720,2018-03-12,2018-09-07,Certified,Sunnyvale,California,False
9128,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9129,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9130,Tata Consultancy Services Limited,Analyst,96720,2018-03-10,2018-09-07,Certified,Mountain View,California,False
9131,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9132,Splunk,Analyst,96720,2018-02-09,2018-08-08,Certified,San Jose,California,False
9133,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,California,California,False
9134,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9135,Tata Consultancy Services Limited,Analyst,96720,2018-03-12,2018-09-07,Certified,Sunnyvale,California,False
9136,Tata Consultancy Services Limited,Analyst,96720,2018-03-13,2018-09-07,Certified,San Jose,California,False
9137,Tata Consultancy Services Limited,Analyst,96720,2018-03-13,2018-09-07,Certified,San Jose,California,False
9138,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9139,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9140,Tata Consultancy Services Limited,Analyst,96720,2018-06-11,2018-06-11,Certified,Sunnyvale,California,False
9141,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,Sunnyvale,California,False
9142,Tata Consultancy Services Limited,Analyst,96720,2018-03-11,2018-09-07,Certified,San Jose,California,False
